Author,Comment,Likes,Replies,Date
"@TheNepaliComment","There are so many facets to this journey. I have not discussed less used routes and other intricate details of the journey. I would have loved to go even deeper but I tried to explain the situation from a top down view and as an entry point to the whole crisis rather than a full on explanation. Special thanks to all those who contacted us, helped us, talked with us on Zoom meetings and social media. And if you have other facts that we have missed, feel free to add those. See you in the comments. ❤",220,19,10/28/2022
"@horaaa_91","Why is  this things going on from Nepal??",0,0,10/28/2022
"@prashantdrive2391","Love react dinu naa bro",1,1,10/28/2022
"@rushfit6895","Trump was right. don&#39;t come illegal.",0,0,10/28/2022
"@chyangkc9016","How fast video sakiyo",1,2,10/28/2022
"@janardankarki9902","Love your content. Hope to see more",2,0,10/28/2022
"@karanmagarx","The Nepali Comment never miss",3,1,10/28/2022
"@anishbhandari2655","Yeah man some of my villagers paid 40 lakh to go USA through illegal way and they made it but I always think it is a risky way <br>Your life&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;usa",6,3,10/28/2022
"@TheMesunny","hope you will get 100k subs soon.",5,1,10/28/2022
"@vijaykhawas5045","I am big fan of yours Nepali Comment! Sending Love and Support ❤️🙏",3,0,10/28/2022
"@Beecaal","These one minutes may pass so fast that I could watch video after that every second passes I get more excited for the video 💞♥️ <br>Very nice topic , great job sir 💜",16,2,10/28/2022
"@prabinkatuwal8679","Waiting bro",2,1,10/28/2022
"@Aerish369","I haven&#39;t watched the video. But I am sure it is awesome, like other videos from The Nepali Comment",11,2,10/28/2022
